"FIBX","FIBY","X","Y","One","Two","Three"
-0.003559765625,6.34375e-05,0.0035845,-0.002203375,0.9542346,0.1219073,0.3599464
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,-0.7129309,0.3181071,0.3103888
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.649576,0.7080693,0.05203906
-0.003559765625,6.34375e-05,0.0035845,-0.002203375,-0.1681425,-0.2802685,0.5147127
-0.003559765625,6.34375e-05,0.0035845,-0.002203375,0.1243449,1.035881,-0.006861409
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.2949536,0.2133046,0.3120136
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,-0.7153685,0.04086833,0.4042234
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.4424084,1.052332,0.03822792
-0.003559765625,6.34375e-05,0.0035845,-0.002203375,0.06828767,-0.3521756,0.5338046
-0.003559765625,6.34375e-05,0.0035845,-0.002203375,0.3339499,0.6721194,0.1040339
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,1.087066,0.3010462,0.3737575
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,-0.3533949,-0.148642,0.3973177
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.8189667,1.093766,0.109721
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,-0.2376121,-0.1474233,0.4688106
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.1231262,0.5027296,0.1223134
-0.0035596875,6.34375e-05,0.0035845,-0.002203375,0.3510106,0.6124068,0.4062544
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.3789892,0.5429448,0.190963
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5776766,0.6459191,0.4570306
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.3839135,-0.3113471,0.2929218
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.2425523,1.082799,0.3627898
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.5508664,-0.01397008,0.4241277
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.4179899,0.4436261,0.1816201
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.4253473,0.8963479,0.3871626
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.08534861,-0.2686903,0.3473541
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.04139079,0.9816523,0.6243893
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.9347357,1.431937,0.4411886
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.5666788,-0.1096416,0.1909629
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.6044871,0.8561328,0.448094
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.4155982,-0.4009262,0.254738
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.1096417,0.7172088,0.1942126
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.3778209,0.2431613,0.1974624
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.3180506,0.09753472,0.02441677
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.747067,0.9146279,0.1109395
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.2558936,-0.4789271,0.2433642
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.007356034,0.469827,0.3270434
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.4436272,0.5429446,0.3071392
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.2571124,-0.4198172,0.1210949
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.7677831,1.012118,0.3640086
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.03660321,-0.04870334,0.2161481
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.09136017,0.09083224,0.2937341
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.8396824,0.7318326,0.2364585
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.3241445,-0.4167699,0.05650733
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.8652739,0.6465281,0.2108673
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.1304379,0.2675339,0.03091612
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.300988,-0.02432846,0.1093147
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5191821,1.006634,0.2791106
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.0890045,-0.2235961,0.00166899
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.593519,0.6910082,0.16984
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.4082394,0.5691452,0.1344997
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.2681435,-0.3960511,0.0138553
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.03651572,0.8683193,0.2770795
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.3741139,0.1139863,0.2035554
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5143076,0.3150604,0.2734237
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.05244547,0.6946645,0.202743
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.186424,-0.2321274,0.2648932
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.7860632,0.8664914,0.2982025
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.1876427,0.2206165,0.1093147
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.3802581,-0.0030024,0.1844636
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.409505,0.8671006,0.2153355
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.1998304,-0.2095802,0.05244527
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.9383916,0.6416538,0.3233875
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.2144555,0.3644152,0.08981657
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.2742367,-0.03164064,0.1751208
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5313687,0.909143,0.3172942
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.03172869,-0.1650953,0.1625282
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,1.010291,0.6282488,0.1974621
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.06950629,0.3790388,0.03538443
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.6288592,-0.1139072,0.1040339
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.06585035,0.8805051,0.1982747
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.2449247,-0.1224386,0.1669966
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5216193,0.4619055,0.3124198
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.2449898,0.6940549,0.2401143
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.3766019,-0.1986114,0.1592785
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.940829,1.14373,0.2490509
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.4435833,0.2468171,0.1263755
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.8128727,-0.03164064,0.08087994
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.06698484,1.073659,0.202743
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.2937351,-0.07307863,0.1694338
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.606924,0.4929809,0.1751208
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.07316229,0.5971737,0.1637469
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.30714,-0.2577214,0.1881194
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.3985374,0.7610797,0.1271879
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.3241444,0.2382868,0.2364584
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.7982492,0.1700434,0.1032216
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.1011907,0.9639819,0.2441765
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.8908652,-0.1955646,0.1751207
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.9359548,0.7878895,0.2157418
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.2523013,0.148108,-0.3798006
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5021215,0.1804016,-0.04789082
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.02067255,0.6599331,0.1442488
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.3217636,-0.2613777,0.1836511
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.6702927,0.9597162,0.268549
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.154736,-0.08343813,0.4009734
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.8153095,0.2498637,-0.02473467
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.08161011,0.9688569,0.4939957
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.4619064,-0.3204877,-0.09339126
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.6069241,0.6934461,-1.596938
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.2473622,0.3126232,-0.0702348
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.8786793,0.002481454,-0.1141103
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.2985503,0.9067059,0.9343277
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5703644,-0.2278617,0.4753098
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.419254,0.5002925,1.364504
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.7750884,0.5484285,0.5191807
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5642715,-0.1742361,0.2657056
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.2668624,1.06391,0.283985
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.5788954,0.1304378,-0.4033632
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.4850605,-0.009704872,1.543237
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.4655621,0.9895732,0.09956565
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.8713675,-0.343035,-0.1035477
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.3875203,0.7811871,0.3388234
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.5045585,0.2200073,0.3063266
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.405849,0.01893298,-0.8656812
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,-0.1827675,1.066956,0.9144232
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,0.7117263,-0.5057399,0.05488255
-0.0035596875,6.34375e-05,0.00358975,-0.002208375,-0.6983062,0.697711,0.1710587
-0.003559765625,6.34375e-05,0.00358975,-0.002208375,0.2352407,0.4381424,0.7604695
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.0134492,-0.3832541,0.1113457
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.2717376,0.8207926,0.6353569
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.1097212,0.4820129,0.4586555
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.2814878,-0.3905668,0.03619685
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1219076,1.138246,0.6239831
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2669249,-0.2382211,-0.2201427
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1962441,0.3418702,0.2271157
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.3875697,1.052333,0.3847252
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.4326145,-0.7622899,-0.07267234
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.5910813,1.182117,0.7040068
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.5240568,0.2906877,-0.03285941
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.6142107,-0.3588788,0.3489788
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2510828,1.30459,0.3477602
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.1108605,-0.304644,-0.3408002
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.1316566,0.5600054,0.4907461
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2510826,0.6544492,0.09103525
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.05488271,-0.4143325,-0.01701668
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8457757,1.329571,0.4805908
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.01214211,0.08412977,-0.2262366
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.309577,-0.2260335,0.5520838
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.5533037,1.272905,0.1072837
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.294894,-0.4472392,0.03416583
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.665418,0.5563494,0.5321797
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.2632693,0.9712937,-0.2457367
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.3534478,-0.6331008,0.4838406
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8506507,1.307026,-0.008080037
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.4155518,0.1609035,0.09834707
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.8019049,-0.1053759,0.740972
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.2230543,1.336883,-0.2116114
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.5496475,-0.6172568,0.5561459
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2803301,0.9950567,0.09469111
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.1742363,0.3357772,0.01872984
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8945214,-0.1882519,0.5533025
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.5447407,1.377098,0.02238573
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.4948095,-0.6014129,0.3770073
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.5167451,0.8140901,0.3286682
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.3961,0.3321213,0.07438066
-0.0035596875,6.34375e-05,0.003595,-0.002212875,1.283265,-0.5746001,0.5797063
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.420427,1.313729,0.1743083
-0.003559765625,6.34375e-05,0.003595,-0.002212875,-0.03042188,-0.3936137,0.2514883
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.472874,0.3979276,0.5358354
-0.003559765625,6.34375e-05,0.003595,-0.002212875,-0.6178671,0.8293233,-0.02839061
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8957395,-0.5776469,0.5151187
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.296113,1.557455,0.09712833
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6483574,-0.1163447,0.1336874
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8738047,-0.09196951,0.5342106
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.2644879,1.438638,-0.1437669
-0.0035596875,6.34375e-05,0.003595,-0.002212875,1.213804,-0.7433989,0.5963609
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.03782185,0.9804337,0.02116708
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.533806,0.4612963,0.1905567
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8738044,-0.3089094,0.6211396
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.3253634,1.531255,-0.136048
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.001262865,-0.6946483,0.600423
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.7799698,0.9201106,0.08047379
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.3290196,0.2791109,0.006949726
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6885714,-0.4862397,0.6467311
-0.003559765625,6.34375e-05,0.003595,-0.002212875,-0.07673498,2.802896,-0.1705797
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1133772,-0.6136003,0.6008293
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2876417,0.8031224,0.04188381
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.7068367,0.4283931,0.03579068
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.5179635,-0.6209132,0.7897172
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.02798435,1.541004,-0.3538003
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.7312242,-0.1669235,0.7279731
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6958844,0.2090394,0.1267817
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.5898631,0.9463118,0.07275575
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6568875,-0.7184143,0.8725839
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1292194,1.420968,-0.464708
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.2595499,0.1383588,0.6235768
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.626422,-0.1535171,0.2157417
-0.003559765625,6.34375e-05,0.003595,-0.002212875,-0.1267044,1.22355,0.09266009
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.8250589,-0.6483353,0.9022373
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.04626585,0.7062414,-0.338769
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.09379777,0.5466004,0.8766462
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.580114,-0.4588176,0.3745701
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.1072041,1.317385,0.05935084
-0.003559765625,6.34375e-05,0.003595,-0.002212875,1.068786,-0.1267042,1.118341
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.3290752,-0.07003172,-0.1392981
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2315846,1.067565,0.4391574
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1779649,-0.7092735,0.3709142
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.0438283,0.8512584,-0.2347678
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.487498,0.569145,0.9875412
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.3790394,-0.50574,-0.1340168
-0.0035596875,6.34375e-05,0.003595,-0.002212875,-0.2059242,1.131543,0.6138277
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.2839859,-0.4844116,0.5394915
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.2279285,0.221835,-0.4781143
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.7348807,0.5289304,1.035068
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.376602,-0.5752094,-0.1116728
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.5679278,1.238174,0.3136384
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.6434825,-0.3198783,0.6609482
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.1645597,0.4826224,-0.3172374
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6447011,0.8616168,0.863647
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.7458483,-0.676976,-0.0543909
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.6605436,1.211363,0.3359802
-0.0035596875,6.34375e-05,0.003595,-0.002212875,0.905489,0.06828754,0.6735408
-0.003559765625,6.34375e-05,0.003595,-0.002212875,0.2693624,-0.08892256,0.01466772
