FIBX, FIBY, X, Y, Current
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1779642
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.1421419
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.4139724
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.0218912
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.4038171
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.4476879
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.6747595
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.4456569
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2323965
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.3225752
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2612373
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.200712
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.4858717
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2900783
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.244989
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1491233
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1775581
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2766735
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.3497379
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.08291105
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2539255
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.7299919
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 1.186178
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.00166899
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1507481
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.5983656
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.382288
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 1.081782
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.1648921
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.007267634
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.3172943
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.1482356
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.3420731
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1808077
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2193977
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2941403
-0.003559765625, 6.34375E-05, 0.0035845, -0.00220325, 0.02279192
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1036278
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1669965
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.322575
-0.003559765625, 6.34375E-05, 0.0035845, -0.00220325, 0.3335428
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1430301
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.3319179
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2173666
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2726112
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.2636745
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1332812
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.1186575
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, -0.01051732
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.01791739
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.02604162
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.04107142
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.0138553
-0.003559765625, 6.34375E-05, 0.0035845, -0.00220325, 0.03538447
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.01507393
-0.0035596875, 6.34375E-05, 0.0035845, -0.00220325, 0.03335338
