FIBX, FIBY, X, Y, Current
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.1182515
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.386351
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6032417
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.9054879
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.8104316
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.2839856
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.3583221
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.4277844
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.2595496
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.006634
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.2022677
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.2388307
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.5496475
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6812428
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.835305
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.076097
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.2266429
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.126061
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5093967
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.3948812
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.1097211
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.5191463
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.129718
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5252405
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.2449893
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.764127
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5252404
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8543065
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.2888
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.126782
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.7165998
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.7824004
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8409015
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.5191466
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.4131606
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.36929
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.3095192
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.9201118
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6373671
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.6057045
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.2583944
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.4618647
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 1.210146
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6995238
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.4643431
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.3254191
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.3168315
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.028569
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.5081778
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.273018
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.4606872
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5800845
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.070003
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6385853
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.07925526
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.6812597
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.7787438
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8689297
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5910541
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.03529694
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.6641991
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.033466
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.4728734
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.273562
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -2.027978
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.06341305
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.07438075
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.176024
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 3.486552
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.7178189
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.04748459
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.400315
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.6142099
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.291795
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.1231261
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8238392
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.6373889
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.4070201
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8360259
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.18703
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.5240214
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.003700091
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.9115885
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.144341
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.112656
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.1072839
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 2.488492
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.07551621
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, 0.31567
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.3887881
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.156561
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.7884993
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -1.121216
-0.0035596875, 6.3359375E-05, 0.003584625, -0.002203375, -0.1632672
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.040757
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.8579639
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 1.027351
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.04260954
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, -0.4338328
-0.0035596875, 6.34375E-05, 0.003584625, -0.002203375, 0.8750223
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.6288355
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.9237683
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.3533948
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.02563548
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.7653454
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.9359645
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.8774601
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.1388919
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4204266
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.9310792
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.9688708
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.6873528
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4106763
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.5557094
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.4375332
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -1.87929
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.4850596
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.2852042
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.4265654
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 1.227207
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.63493
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.53868
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3814764
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.3765511
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.8335885
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.9140266
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3948811
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.325419
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.6215228
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.6264211
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.8421193
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.2693621
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.2912972
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4411458
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.7080695
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.8872143
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.5228374
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.07917254
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.6239608
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.6142342
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4935528
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3692898
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.2937348
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.5325533
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.8530868
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.5739911
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.6252029
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.1913695
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4021452
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.916456
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.7178056
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3156697
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.1414055
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.3911764
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.9067078
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.5727727
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.620328
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.1499361
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.2510184
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.9225494
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.6434605
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3595409
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.4107234
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.6166478
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.9359536
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4777087
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.5667078
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.01945392
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.408239
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.8469934
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.648336
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.5277122
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.1414056
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.2229867
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.4960277
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.5008648
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.5447727
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.222987
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.3290195
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.6556688
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, -0.8189631
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.3583223
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, 0.2340217
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.1669235
-0.0035596875, 6.3359375E-05, 0.003589875, -0.002208375, 0.6410445
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.605679
-0.0035596875, 6.34375E-05, 0.003589875, -0.002208375, -0.4935525
