FIBX, FIBY, X, Y, Current
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.344803
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.1328748
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.068199
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.8274943
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.7915447
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.531253
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.3698984
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.06881292
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.7805768
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.2943434
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.10598
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.4228635
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.350347
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.643367
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.526453
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.046848
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.037099
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.447843
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.8049493
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.048066
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.531328
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.696378
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.2735651
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.185809
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.890749
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.3558316
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.5721618
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.555625
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.614813
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.4143784
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.5405067
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.193121
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.921214
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.08831312
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.077949
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.903545
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.7068354
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.2711895
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.763403
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.501469
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.414264
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.044411
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.838456
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.260717
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.1651685
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.235779
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 2.113149
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.180934
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.5660681
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.586091
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.94388
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.3881778
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.6769933
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.7360856
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.876734
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.405186
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.2229864
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.884046
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.710487
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.7044122
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.8098237
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.048089
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.814585
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.7817893
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.2857526
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.668348
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.957895
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.9469197
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.05662529
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.079777
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.84566
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.2388302
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -0.2955028
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.425842
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, -1.56911
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 0.7787491
-0.0035596875, 6.34375E-05, 0.0035845, -0.002203375, 1.07975
