FIBX, FIBY, X, Y, Current
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.616037
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.107169
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.762791
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9920247
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.606198
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.940102
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9219462
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.248414
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.4003638
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.02554709
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.378198
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.2589397
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7074581
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.785337
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9926339
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.041858
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7537662
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.5569268
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.180172
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.3984878
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.5484271
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.623867
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.8652738
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.104616
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7568129
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.2266425
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.241712
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.1919078
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7507195
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.748777
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.8512581
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.522721
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.311289
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9371808
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.038201
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7568127
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.4112849
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.268522
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.1955641
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.176136
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.883435
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.8878211
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.211971
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.661645
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9798374
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.987019
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.7245195
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.2711274
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.328844
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.1900797
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.3638048
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.144222
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.1852047
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.326522
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.511145
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.9036647
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.996768
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.348572
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.02807261
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.247806
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.5471771
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.9846963
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.313117
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.7659447
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 2.015048
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.3863494
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.01040248
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.958381
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.5343798
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.015162
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.693939
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, -0.6538185
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 1.552577
-0.00355984375, 6.3203125E-05, 0.0035825, -0.00223375, 0.8494284
