V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0.3355969163,0.4666946331,0.2816855316,0.5065860724,0.5849686855,0.54664706507,0.5426132555,1.0521232421,1.731991385,2.29663493,3.15073422,4.06227681,4.48779333,4.67711872,4.25923166,3.53619125,2.6773749,1.871093964,1.3319786518,0.7991598128,0.48422681074
0.336209377,0.3414060345,0.4687347282,0.4039931107,0.4857646765,0.53082328169,0.7296417905,1.0713034021,1.596085833,2.42783254,3.18253236,4.02568144,4.54738434,4.67021733,4.25598205,3.6490523,2.67195615,1.765093548,1.312226072,0.7706480038,0.58593731105
0.318514459,0.3817024887,0.541898367,0.4698814473,0.4714188072,0.58601129387,0.76103940066,1.0827529128,1.404391527,2.4216134,3.0541133,4.05914498,4.57890215,4.72542132,4.28206862,3.57806734,2.62559548,1.822921629,1.1644539172,0.7757783966,0.67600701618
0.3364854708,0.4194157773,0.3919459756,0.5094644648,0.582211113,0.51807211564,0.79026818102,1.0250393406,1.551033115,2.3614335,3.16382244,4.03448001,4.51850265,4.61842162,4.25832576,3.53337191,2.63294785,1.853025646,1.1925237754,0.882392159,0.6143198993
0.3582800459,0.5464559227,0.4673018012,0.4722490179,0.5951468082,0.50236370702,0.7184884941,1.1535492947,1.656992913,2.42461122,3.16984647,4.01007086,4.56473753,4.61762548,4.27649168,3.62744199,2.55589396,1.811925495,1.2506680804,0.819474406,0.62898818111
0.4351773945,0.5102739644,0.4498894156,0.5326936363,0.4096239041,0.50481721562,0.86327256036,1.1542424323,1.657049798,2.38254418,3.15697351,4.05590338,4.46025643,4.60337976,4.1487589,3.59129761,2.71230884,1.838125958,1.2381170836,0.8477831558,0.68546282494
0.3568376468,0.3737845321,0.528431799,0.6454134985,0.4457730228,0.53377228099,0.70207278544,1.192435321,1.746493041,2.24623651,3.10597414,4.03032038,4.45857874,4.69275386,4.23042736,3.55833364,2.61713401,1.822113108,1.1908952352,0.8253116296,0.63003708447
0.3541812877,0.3688334916,0.5603746016,0.5592023996,0.4489609364,0.54293499903,0.72499524382,1.1364842036,1.751391958,2.37320941,3.23565218,4.01058259,4.47915733,4.67854066,4.29776081,3.58730465,2.71000153,1.815837289,1.3724261966,0.8456749038,0.42425227988
0.3804140886,0.4230042615,0.5719737596,0.4553811018,0.4682537485,0.69367473521,0.77904057436,1.1720142607,1.709154286,2.33834035,3.21639806,4.03536132,4.48734247,4.63856147,4.3185302,3.51956899,2.60308728,1.903972489,1.2121641862,0.8341670148,0.59751651732
0.3438703459,0.3745791785,0.3049974756,0.3619421587,0.4839619838,0.7303953421,0.80386202042,1.1611807617,1.707379208,2.40118922,3.09975496,4.01625764,4.43346692,4.62282891,4.35178648,3.65264319,2.54800127,1.901860281,1.176722248,0.881758437,0.62139259056
0.2553714964,0.4388042371,0.470734212,0.4270098542,0.3736348519,0.60543552961,0.65682606842,0.9858850029,1.563442874,2.3426625,3.18252828,4.04359524,4.49443502,4.64978092,4.15145209,3.66967961,2.56326652,1.734725333,1.2498681962,0.832684337,0.73665022255
0.3328903893,0.4204320225,0.3383368152,0.499463259,0.3779581366,0.45794358509,0.71595650032,1.1230215558,1.622071062,2.28047992,3.04686665,4.01093605,4.51994471,4.70532213,4.15330439,3.59995369,2.6785732,1.641991718,1.1766929272,0.8659082058,0.6221800514
0.3367772211,0.5178606484,0.4739628792,0.4073834996,0.4120881887,0.5833138538,0.7992361549,1.1183698034,1.612805497,2.28927042,3.13841385,4.08131197,4.54870848,4.66347828,4.20100963,3.619005,2.77445083,1.731077591,1.3149677614,0.8072678158,0.64422544229
0.1826015697,0.4054607212,0.4887592368,0.4150732659,0.4373860239,0.65518131341,0.64771489164,0.9979088398,1.537876064,2.35909351,3.18680957,4.05481469,4.5008814,4.70533406,4.18316466,3.59670007,2.60249825,2.052511206,1.1213920014,0.8302266846,0.69305240817
0.4076673632,0.4503556075,0.494179212,0.4666385316,0.437255073,0.5348851907,0.78578108494,1.0145375657,1.624325491,2.38576942,3.06502004,4.05981114,4.41748259,4.60075957,4.17321261,3.59155758,2.71839798,1.682941745,1.1602859432,0.78299676,0.84284451894
0.3657428757,0.3707015564,0.5662646168,0.5740925789,0.5600083375,0.717328042,0.730864511,1.1976178096,1.60455542,2.43094406,3.07935109,4.09035414,4.57444192,4.65960285,4.15984863,3.62071937,2.64442716,1.82983943,1.323294562,0.83113255,0.61451377247
0.3394169008,0.4395878241,0.589618665,0.6378295324,0.4019770693,0.61863059859,0.81339152964,1.1688248499,1.626835921,2.38269435,3.07684878,4.025332,4.52639537,4.66298287,4.22708443,3.57530514,2.70636617,1.725695365,1.1146294592,0.8537463088,0.5395620462
0.2440221265,0.4749795943,0.3407019816,0.4840413354,0.5371516594,0.56030207442,0.51793566232,1.0394184932,1.626900919,2.28764554,3.04212194,4.09819413,4.41991158,4.6113942,4.15615194,3.6099345,2.41096251,1.790818857,1.1269333778,0.8142586758,0.53095621651
0.2913876374,0.4863385524,0.500200091,0.3152507327,0.4247236566,0.53133407138,0.83131202234,1.2295918263,1.58567875,2.32260793,3.12333538,4.05861696,4.40379729,4.65268129,4.23084573,3.69066025,2.4305133,1.955829249,1.2498676836,0.857081249,0.63273971179
0.2932792567,0.3359673813,0.5856587934,0.2686813541,0.5784064808,0.61298029521,0.8496082617,1.2180069298,1.705636482,2.31356162,3.21927388,4.04258384,4.43160242,4.62898293,4.20555099,3.58537097,2.62687086,1.873571858,1.2626640148,0.8383793494,0.72566332308
0.3242134512,0.4735286484,0.3875005404,0.5589760101,0.4906708195,0.47090977439,0.67220846924,1.1093773008,1.631292066,2.3987558,3.12766982,4.17109641,4.44289504,4.67251644,4.2692569,3.62844945,2.66270668,1.7328527,1.1710841922,0.865067337,0.5972229213
0.3879257816,0.5045355881,0.5541018326,0.4425273336,0.4893200428,0.68207803647,0.78993295842,1.1866093281,1.621526858,2.24918145,3.13821087,4.07087627,4.44270014,4.63740774,4.17633236,3.58128037,2.71675689,1.979369127,1.3353636086,0.8375019486,0.60862200888
0.3064413872,0.358650173,0.481696397,0.4761263661,0.399882146,0.58001912008,0.70813289102,1.1450739121,1.573187833,2.34651747,3.10327268,3.92624541,4.5094363,4.70807206,4.14002137,3.64542077,2.52267016,1.653251972,1.22201403,0.8646814738,0.5814522399
0.3172499679,0.4913611218,0.39944107,0.4448292327,0.4534521391,0.60452135537,0.8265612178,1.2067263353,1.718143613,2.36671416,3.15043769,4.07440616,4.59583265,4.62563966,4.19778434,3.69427162,2.6127837,1.88286996,1.2595724722,0.850651009,0.5857092985
0.3470448779,0.4237732757,0.6236008846,0.4982738097,0.4717357037,0.53631488597,0.6752846597,1.1506078506,1.663049498,2.39524236,3.10664827,3.98929315,4.46708874,4.67336555,4.34472675,3.5427029,2.60848583,1.949057739,1.2846850976,0.779673984,0.668479992
0.2506625015,0.4046637782,0.4692444028,0.4144116267,0.3682144439,0.61902780298,0.74617358212,1.1619134822,1.631137774,2.30408475,3.22416076,4.08272145,4.44460907,4.69872931,4.23004551,3.56648233,2.59049489,1.859139215,1.1339635102,0.8428964178,0.61925704671
0.3803949118,0.3701124027,0.535178137,0.5109690317,0.4229195275,0.57610971851,0.79783022942,1.0233541736,1.539541455,2.33199536,3.12775489,4.0686219,4.42592372,4.77994663,4.29475065,3.67100404,2.77308996,1.755368902,1.2347862086,0.868357596,0.56926765907
0.3789798081,0.2263806921,0.7366777452,0.5880972634,0.463430877,0.45624979514,0.8993528694,0.9444881019,1.552544234,2.35237084,3.18531086,4.04950963,4.51666681,4.74618247,4.31812,3.55278894,2.66987616,1.972443219,1.1223222288,0.8136980984,0.59087252163
0.2534778235,0.4680848831,0.4657161332,0.5452779185,0.5279975362,0.67351879439,0.8648230074,1.1528504645,1.732572235,2.31071816,3.08713411,4.05803193,4.50858697,4.7960243,4.2073708,3.5884338,2.70110163,1.755559798,1.0634535706,0.7848206908,0.72027760832
0.3827410466,0.4100861755,0.5196316234,0.522770004,0.54862789,0.56995090657,0.83067005712,0.8495636351,1.611810243,2.27659263,3.23586762,3.98607601,4.41140565,4.53179357,4.25782203,3.58767019,2.60136508,1.890746275,1.2489577164,0.8422708298,0.65357505655
0.4105147241,0.4747875936,0.4786398698,0.3691563944,0.4042533936,0.44098019678,0.81924526562,1.0353495321,1.503449806,2.3899615,3.13845883,4.0766444,4.45976482,4.62327565,4.22706375,3.58979851,2.66767469,1.94492252,1.2477400952,0.82827695,0.65740768219
0.4114376111,0.384535691,0.3076163538,0.4019693216,0.4464723593,0.58435881121,0.6413643564,1.1651822688,1.571802701,2.38975834,3.13030597,4.04798249,4.38831259,4.57947849,4.22592671,3.58208481,2.66125241,1.827414273,1.1546129962,0.856337916,0.55435120828
0.3787016521,0.4652818438,0.6384466278,0.5107852623,0.4733894504,0.68814249228,0.81988482184,1.1129238588,1.551800842,2.39325987,3.19704199,4.06325169,4.47708545,4.73805017,4.25942669,3.60701794,2.62754516,1.787841341,1.226560473,0.8191128568,0.6947308944
0.3124504863,0.3551753469,0.4948497202,0.3658493242,0.3931070343,0.5770901922,0.66425459586,1.0006208304,1.495276879,2.36525187,3.01554778,4.0126746,4.58917098,4.61203605,4.25122539,3.68518073,2.65899389,1.750002872,1.2825602032,0.833614568,0.56310723288
0.3473645547,0.4720316755,0.4991930406,0.5520997827,0.497599215,0.59923002227,0.99093254342,0.9954744014,1.584228631,2.38124022,3.02997236,4.10295456,4.46519592,4.61071987,4.27259612,3.58706087,2.76581485,1.859736335,1.2474193684,0.816927469,0.58796319309
0.3518559427,0.3822668426,0.611613447,0.5511568646,0.387943744,0.61217491457,0.8107749652,1.0294749015,1.575125444,2.29618801,3.1566649,4.04963166,4.50359057,4.72163136,4.20028233,3.61160396,2.5792591,1.74152528,1.277604996,0.80804364,0.5589742779
0.33323485,0.4358995858,0.3169280346,0.4888967541,0.3194706388,0.6041217979,0.73924700622,1.1335147488,1.650408186,2.36194115,3.17247462,4.06879673,4.46647136,4.62878807,4.19708986,3.63995331,2.75225143,1.857189335,1.3096346734,0.836246698,0.51341560535
0.4502150268,0.5045956286,0.5914396338,0.4895461583,0.4845791606,0.56754896591,0.67397153572,1.0693819085,1.698893481,2.49184699,3.09831697,4.09413192,4.52147999,4.75526541,4.3383167,3.65156265,2.62847535,1.883040634,1.2848510376,0.839147118,0.65809688746
0.3667806349,0.4756557564,0.444140866,0.4717811849,0.4584724786,0.48723509921,0.7356510157,1.0632558898,1.652029092,2.4055193,3.1624615,3.98850114,4.61636246,4.69454932,4.17820118,3.60716821,2.66088289,1.863290645,1.2660714436,0.856224198,0.59066158746
0.2996655897,0.4905213949,0.399305577,0.5617271185,0.6099550896,0.64482956088,0.47486465402,1.1854763505,1.547462557,2.32211229,3.14415776,3.9607123,4.4658581,4.63588048,4.2745216,3.58832827,2.66024924,1.980384614,1.2208444172,0.7532094396,0.6314570825
0.4826440272,0.3019647843,0.4676971986,0.4767663889,0.4539025252,0.56817855949,0.74269022264,0.8868779527,1.666778581,2.32541472,3.21771003,4.06980791,4.57980801,4.6376067,4.21917119,3.58009433,2.71546117,1.680943254,1.2607667478,0.7906700598,0.63829423704
0.3225952075,0.4864062141,0.5285855966,0.5013167597,0.4835365472,0.6100053487,0.6612771602,1.2301810346,1.707277529,2.37178776,3.15851714,3.99214067,4.53720045,4.69753075,4.28458318,3.66777463,2.59967524,1.832613706,1.4130027346,0.7915068728,0.58875005692
0.3234160621,0.4847872827,0.3818649276,0.46462659,0.4709133039,0.59456123271,0.65471426702,1.0690285606,1.55314138,2.42315684,3.16001597,3.9805677,4.65638247,4.66585053,4.23401415,3.65015324,2.5886426,1.871041117,1.0683046764,0.8417956028,0.63590805373
0.3693218345,0.4689372258,0.5657921884,0.6051050617,0.4879285553,0.58201046568,0.6715965379,1.0400078145,1.541832569,2.4382355,3.15876093,4.04369276,4.60584589,4.7032341,4.16536485,3.56141282,2.62547763,1.769980207,1.2425081856,0.832050674,0.60322061348
0.4317361229,0.309052416,0.5450957002,0.6455167336,0.4582651833,0.63459741944,0.6394661148,0.9381172427,1.615323788,2.3419191,3.10614059,4.10708981,4.44239953,4.73975239,4.34717184,3.58499713,2.63144889,1.846201454,1.1641986166,0.822622489,0.65945278579
0.3529490522,0.3693988389,0.4306266958,0.5915756787,0.4716034723,0.53427702958,0.68590290482,1.078089035,1.416890569,2.3382429,3.11974046,4.0244667,4.50264426,4.65289249,4.20570128,3.62660531,2.49881332,1.912762978,1.368019014,0.863515617,0.69587469659
0.3210289965,0.3766767975,0.6058528478,0.5315822187,0.39054288,0.61303716734,0.92362232872,1.0100045106,1.757346954,2.31822087,3.10622187,3.97615226,4.45416318,4.624795,4.22518327,3.59337335,2.6678454,1.900101396,1.3513465336,0.7280122598,0.55685241745
0.4021170222,0.360003392,0.624177163,0.4225962367,0.457422168,0.56860949613,0.79629060732,1.0132870125,1.69850349,2.32647095,3.14722863,4.09586621,4.44796446,4.70827902,4.29126131,3.64871119,2.63476762,1.786273272,1.295656731,0.8353246606,0.58176366996
0.2508781472,0.4499598981,0.615762078,0.5424800486,0.5686510718,0.63270737871,0.72546466194,1.0974642432,1.50572456,2.273412,3.06189635,4.08584929,4.42659791,4.60028039,4.16389034,3.55931664,2.67720021,1.872544133,1.2066361816,0.7586891906,0.60249559495
0.3661361929,0.4398682143,0.4637414136,0.5328663478,0.4324860096,0.54083703698,0.5398623431,1.0456101411,1.597568593,2.31807867,3.13284092,3.99199843,4.54389909,4.62512808,4.30101818,3.62853486,2.62107841,1.847330663,1.258049131,0.847226592,0.7125133334
0.3574700492,0.4790558691,0.6404701068,0.4927592337,0.4018411869,0.56171107057,0.68640084804,1.1722981063,1.588526275,2.37931879,3.12725539,4.14102865,4.64036964,4.69192098,4.31322896,3.56693745,2.66124833,1.841688383,1.2671281516,0.8355724696,0.6915039309
0.2259536705,0.3762470808,0.2919523854,0.4547250984,0.3908736958,0.64635619473,0.78592404402,1.0373012398,1.479320934,2.38131734,3.19697321,4.07736762,4.58799711,4.68967081,4.25055901,3.57177903,2.59963051,1.721023866,1.2216396184,0.818759467,0.62172214655
0.361743487,0.3712171926,0.4122774864,0.5637390093,0.4545808957,0.53989392037,0.58782055358,1.1835844541,1.658000332,2.40438195,3.08474552,4.00519233,4.59861541,4.76274773,4.27855108,3.58671947,2.6079091,1.743804098,1.350430414,0.843603256,0.66940825865
0.3250151186,0.3311197845,0.4874246308,0.3139836548,0.4020018515,0.49488449538,0.6027157777,1.2331862062,1.714812709,2.36433378,3.09825199,4.08759992,4.44451167,4.67416989,4.37758097,3.67299018,2.6163746,1.816751249,1.1843065556,0.8546236808,0.66751275289
0.3387923488,0.5266184715,0.5088291782,0.4428587157,0.4113582705,0.61736319251,0.633429908,1.2065878938,1.446223003,2.36485362,3.17723538,4.02051861,4.54191254,4.66971356,4.13867682,3.64683051,2.57237788,1.806502577,1.1418941796,0.813592481,0.60218945062
0.4321302259,0.4649728617,0.4555690566,0.5268155647,0.5677797321,0.58199846618,0.76939304102,1.0623132417,1.709637668,2.34150077,3.09893443,4.02236273,4.51846612,4.64016183,4.17577176,3.65505224,2.68685992,1.697792822,1.3925136296,0.8090510758,0.59062425345
0.3623994613,0.4255773339,0.4746088488,0.4002873627,0.4476764964,0.62180909658,0.7060767168,1.0901755483,1.604713796,2.36679138,3.22259681,3.9837525,4.48915823,4.67752487,4.25220812,3.60832998,2.60149089,1.911243585,1.1366209036,0.8360843418,0.49636875539
0.3366189243,0.345496054,0.6657453564,0.3692174054,0.4379504185,0.53397637626,0.71303409234,0.929921548,1.630609651,2.33717871,3.10955262,4.03534107,4.58771276,4.72943037,4.21804205,3.49104092,2.67692003,1.770329581,1.1840667986,0.770290541,0.61753778452
0.2514650869,0.4749137198,0.3393306846,0.395672506,0.3820917814,0.5159952151,0.8277580431,1.0027618015,1.633566857,2.33409149,3.08259677,4.13178741,4.43005887,4.70286825,4.26110024,3.63026102,2.54815572,1.907799075,1.2149628608,0.8168177428,0.58913479461
0.3560697811,0.3734177162,0.545685542,0.4812534221,0.5539580712,0.44515683432,0.65306339042,1.1607536531,1.601654936,2.35901642,3.18556254,4.06008748,4.44988171,4.63243583,4.22185249,3.60228141,2.64510967,1.829510315,1.1877956506,0.856142909,0.62870577664
0.3150878886,0.4505887851,0.4753611852,0.4416934702,0.4428973974,0.54791555484,0.7166280261,1.2175908845,1.727640869,2.40258662,3.23743954,4.08713695,4.45834322,4.6142985,4.16352465,3.52957,2.6263429,1.783730501,1.361669176,0.787359423,0.70950067526
0.3286738648,0.4195006132,0.3617331908,0.5231190474,0.3466997028,0.53833404156,0.72156225162,1.0319412059,1.669739797,2.30954829,3.09793926,4.09090255,4.49973591,4.67557115,4.29256119,3.58752384,2.68392298,1.869737195,1.3045604038,0.893404542,0.5801131439
0.3365857436,0.5245547464,0.519161988,0.4186604377,0.5453741373,0.59202201292,0.80311120964,1.0076402836,1.609303909,2.37829109,3.14187075,3.98939068,4.50785593,4.48414911,4.23336011,3.55765927,2.67079436,1.817409281,1.3324467806,0.74355784,0.7485541617
0.2249818325,0.4801941685,0.5386656496,0.5391987965,0.4880391426,0.54649541819,0.72589604242,1.0625860929,1.628351047,2.38401866,3.10648178,4.07482078,4.45859895,4.71770326,4.16383736,3.61167706,2.5568038,1.714069632,1.3118849766,0.8355521408,0.65339897138
0.4125035984,0.4320636561,0.330656612,0.472916129,0.4641951622,0.60309600458,0.67628564552,1.0455195098,1.583334886,2.33578121,3.14114776,3.9839799,4.5040132,4.66960405,4.2122249,3.52599944,2.70058577,1.706794382,1.2080201342,0.8499929046,0.60732497121
0.2500396705,0.3913906963,0.494406019,0.4306062013,0.5319239303,0.55430364189,0.81305235602,1.4090477227,1.5154533,2.38251575,3.10280158,4.06795573,4.41373325,4.68431266,4.2933168,3.60722913,2.63848446,1.725561258,1.3606862308,0.7957517718,0.51310732507
0.2805051925,0.4672922648,0.556396444,0.6699391663,0.5345444687,0.59093241257,0.698583035,1.0904022579,1.542421548,2.29098854,3.14435682,4.06143605,4.52921451,4.6907433,4.2569,3.52547527,2.5317163,1.833686182,1.2025127722,0.7740642308,0.70275745068
0.3047865202,0.4423914631,0.7146313592,0.3247628028,0.4344931755,0.60381453582,1.0097664495,1.0217936969,1.581685763,2.36925299,3.12900211,4.08829059,4.41047165,4.67611951,4.21014112,3.63617971,2.73529226,1.756957126,1.2462528622,0.8366692158,0.70640565504
0.3452180962,0.4727129143,0.5533212144,0.5446228955,0.4632928102,0.5865991254,0.72049431786,1.036365063,1.556793243,2.3013631,3.12579318,4.06309755,4.54304587,4.57803613,4.30289932,3.58662613,2.71982378,1.72154784,1.3087929606,0.7926929636,0.73331659179
0.324596576,0.5385920775,0.433819596,0.4861073208,0.4376752763,0.53375527502,0.76213587032,1.1182811762,1.598210408,2.43514824,3.1063113,4.10263788,4.55835172,4.71221124,4.30597811,3.62629241,2.54793225,1.625296521,1.1487098362,0.786477985,0.66258862536
0.3348354659,0.3125549094,0.4841721712,0.5441714895,0.4633450743,0.67896971101,0.81323501572,1.0479939442,1.536031841,2.35697728,3.15609215,4.00876689,4.44754617,4.63964996,4.21501987,3.55549824,2.47766613,1.872556364,1.1810283068,0.7937613236,0.56106324673
0.3546021453,0.3808496341,0.579430464,0.443751911,0.4749028404,0.56005359917,0.94215485,1.1607788747,1.467528716,2.48178113,3.13538745,4.02957285,4.41213266,4.70862447,4.27527287,3.61131558,2.62629406,1.842062255,1.2479715818,0.8763884284,0.54707738168
0.3549293912,0.4180956034,0.6659681396,0.385215673,0.4949759989,0.59025963407,0.7772271571,1.0409423063,1.607463779,2.3688346,3.22989639,4.01554259,4.41351783,4.6168495,4.22344068,3.65098197,2.70506212,1.797704023,1.2347574634,0.7950734236,0.60264385206
0.3926293913,0.3762551187,0.488913464,0.5379627747,0.4620466131,0.54284687507,0.78165782642,1.3008732057,1.643973888,2.34317425,3.07449689,4.02822828,4.35612035,4.65979016,4.30331753,3.62158451,2.62404364,1.945109464,1.1922914184,0.8311650598,0.48370955936
0.3170080296,0.4908555096,0.5993098364,0.3197323492,0.411692284,0.70284723289,0.67822976722,0.9518045601,1.588542482,2.40128267,3.16946061,4.03854195,4.49878942,4.59352072,4.20149715,3.61509731,2.59567802,1.873856092,1.1903710002,0.882400296,0.56708658494
0.3855370474,0.3357532523,0.418193986,0.5017176301,0.4912729738,0.52355578246,0.70370912282,1.0884609792,1.482034435,2.33886442,3.19593318,4.06796367,4.49629124,4.66885657,4.29339798,3.52941153,2.55148248,1.882890284,1.0521089338,0.843867245,0.64118633112
0.3756032512,0.2974685474,0.346121839,0.4886339904,0.4392443824,0.5654783245,0.7703089841,0.9803374863,1.648698155,2.29330399,3.05947118,4.03695375,4.5360957,4.68980481,4.15571326,3.56495066,2.6464502,1.690610961,1.2938281436,0.795897988,0.62703460674
0.3438339233,0.4519582645,0.3472468326,0.6529478189,0.5613567105,0.53285389507,0.71290366982,0.9394184932,1.566741397,2.41254278,3.06735984,4.04207608,4.64970844,4.68999969,4.22914394,3.56010878,2.59169724,1.649457879,1.2455825648,0.904599673,0.58329111795
0.350508049,0.448365807,0.2602577546,0.5464537673,0.4500053496,0.51075953755,0.7961374798,0.9276625625,1.668736398,2.32792514,3.11174219,4.04563845,4.53689975,4.57188607,4.29849573,3.56790391,2.60598355,1.803565684,1.2272068122,0.8022266756,0.5285788935
0.4131247155,0.4331635643,0.49032115,0.3836201548,0.519095073,0.61716732481,0.72818457032,1.1364550245,1.721982399,2.26738371,3.15338672,3.99232352,4.45411467,4.60735217,4.20680622,3.66056446,2.60415975,1.785229292,1.0667476748,0.804879285,0.5836961545
0.4595650816,0.317849227,0.5167545276,0.3929459335,0.3989396951,0.60746758947,0.7244522191,1.4171757602,1.707862499,2.37940413,3.09548992,4.026498,4.50228696,4.67006303,4.3200617,3.65460947,2.57882029,1.761206116,1.136930097,0.8088154806,0.72079781956
0.2553752035,0.3703786098,0.5695363748,0.4787546929,0.4941524605,0.47020873845,0.73891356542,1.1801798296,1.641991566,2.34933643,3.25337519,4.07479628,4.50259145,4.69109629,4.29733831,3.54408002,2.62618443,1.775248917,1.160933323,0.814153035,0.67361416816
0.4670953486,0.5062011598,0.5324120082,0.5110193514,0.3410587707,0.65494228927,0.870881966,1.1087225763,1.722526718,2.39466134,3.09110256,4.07727404,4.50034924,4.58965779,4.13380636,3.56153873,2.57715886,1.840518582,1.244799534,0.8186132068,0.6588073058
0.2830922162,0.368155151,0.426907119,0.5615061648,0.4429930296,0.52932709488,0.64682546156,1.0520249745,1.671303664,2.4456163,3.13195929,4.01999855,4.48341817,4.6072145,4.31088126,3.60985316,2.67848801,1.661246096,1.1951157044,0.7843250948,0.6156937619
0.3503409627,0.4045345957,0.4291478926,0.4267349751,0.4653685981,0.62333467596,0.74225601412,1.0616504709,1.595362896,2.45798125,3.19982474,4.0561471,4.57739088,4.53653389,4.13356254,3.65330136,2.72826895,1.816479079,1.138859151,0.8170696608,0.49634524955
0.3451307626,0.4348486281,0.3781946434,0.5865477404,0.3805141947,0.57368242118,0.55929687456,1.1796061629,1.520547047,2.28985526,3.08899044,3.99644649,4.55090985,4.68196909,4.26569031,3.59462425,2.48679776,1.7020742,1.1338631776,0.8246048428,0.70253768206
0.3640352744,0.3608037404,0.5053482028,0.5892132804,0.5415740436,0.51835706551,0.78584572154,1.174300939,1.593847782,2.47582206,3.10370331,4.07398387,4.54136824,4.61552514,4.28665506,3.57860746,2.57622057,1.601724189,1.2830841528,0.822914952,0.59549585748
0.3464424083,0.5153873224,0.3795642978,0.4478643221,0.4591103366,0.57432048365,0.79501860202,1.0521014393,1.648344638,2.28896569,3.09499817,4.05591552,4.54710779,4.66912864,4.17714888,3.71519527,2.61019589,1.816414076,1.3676166876,0.828703432,0.5192243416
0.3763723197,0.4039066671,0.4173670698,0.5297194798,0.4408233433,0.50587710893,0.83076913024,1.0676838601,1.582973465,2.31779836,3.12208439,4.00631335,4.4985335,4.65673519,4.27650368,3.58658135,2.50878173,1.805491098,1.0761190728,0.8662860384,0.59160895919
0.3678359034,0.4628959503,0.5686876004,0.5441606444,0.4519666347,0.6829938548,0.86177477534,1.1034464125,1.746557976,2.41057662,3.17251109,4.01744758,4.44214745,4.64189241,4.16484875,3.63215405,2.74382666,1.930441143,1.252651373,0.862028838,0.67654300868
0.4017833017,0.4064998153,0.5445017864,0.611788583,0.4716470205,0.54772990618,0.97185846102,1.0781472224,1.608052812,2.37542733,3.17316107,4.03201025,4.50173434,4.68717258,4.25861021,3.54459576,2.68261905,1.831854096,1.284801997,0.791937424,0.5806205723
0.4138955982,0.484747029,0.3434686168,0.4656201123,0.6111924619,0.4592862179,0.790426321,1.0408824331,1.655754013,2.36750622,3.11506101,4.0582554,4.48829686,4.52622821,4.22528039,3.63408761,2.5950687,1.996019716,1.2708040786,0.852324534,0.59103260497
0.2746358432,0.4991495039,0.5176641056,0.4828460991,0.4868585023,0.49207379465,0.8849970954,1.1445058871,1.597365395,2.3722427,3.16056451,4.00499309,4.59969191,4.57520887,4.23067513,3.63048036,2.66732117,1.708370494,1.1813033876,0.8552654688,0.57500128745
0.3513253885,0.4879487747,0.5012309798,0.5728986132,0.5416160561,0.518880542,0.52568247256,1.1349313781,1.684468895,2.43266644,3.16713684,4.01281672,4.49422346,4.6874284,4.22667392,3.55257349,2.58974738,1.859496651,1.2369912558,0.841295974,0.52650373825
0.4452786822,0.3742380917,0.4698283078,0.4548482603,0.4226434956,0.59532305507,0.60926417862,1.1828730893,1.617655568,2.32129169,3.14413329,4.08419188,4.58128248,4.66224756,4.2855055,3.64982821,2.65991602,1.751778016,1.1906109248,0.863999005,0.6987497757
0.3070999713,0.3810745022,0.5704238212,0.6966645791,0.4338348914,0.54876141439,0.589915086,1.1951091782,1.64362053,2.34753703,3.16222594,4.05259694,4.41031307,4.61178408,4.34163137,3.61133601,2.65286017,1.819066694,1.061569443,0.8315103848,0.62205367133
0.3443163116,0.5074977315,0.3751608094,0.5197284537,0.3938212593,0.58237890285,0.7934284617,1.1287936326,1.55696376,2.30496626,3.11880603,3.96811745,4.47409586,4.60682031,4.17510575,3.64489675,2.64268464,1.845758662,1.224337586,0.8249623068,0.54213453126
0.2891688253,0.3552649882,0.4719346406,0.5837099981,0.4646506007,0.6101440544,0.8013166224,1.0541929007,1.636645982,2.26067321,3.12727964,4.12819256,4.48493769,4.77291114,4.37864093,3.54993326,2.54736738,2.004692234,1.2413386228,0.8234146076,0.67791278569
0.4097600455,0.3687507604,0.43523736,0.3962717259,0.4468327042,0.58169598394,0.72449258464,0.877774256,1.609446056,2.40874058,3.08180461,4.091065,4.59053996,4.6945086,4.21313511,3.63147572,2.71797148,1.678107805,1.1654577982,0.8347194178,0.76052056186
0.3791977512,0.3552611802,0.2669830418,0.4176019189,0.3426826441,0.42619090807,0.76244505,1.0942458828,1.683095922,2.39049361,3.09058684,4.05099236,4.46917269,4.70011039,4.27333507,3.75220541,2.67599382,1.790887844,1.229322598,0.84363577,0.63486289855
0.410040225,0.3991589568,0.5482599842,0.5433713415,0.3975326096,0.53452807982,0.6564913657,1.0974256451,1.59927869,2.32686906,3.16441142,4.07781438,4.43757759,4.7104725,4.14183317,3.66507739,2.73008873,1.897140032,1.1969103026,0.82324396,0.52602718412
0.3465625711,0.4485900712,0.5292813742,0.5026855521,0.497275748,0.67786975967,0.66573051,1.0327159214,1.567025683,2.30680629,3.22285271,4.05081782,4.56665491,4.58291065,4.19347446,3.54054167,2.60219771,2.093851136,1.2231852148,0.7854503216,0.69114260786
